"filename", "language", "C#", "ASP.NET Razor", "PostCSS", "JSON", "XML", "JavaScript", "Markdown", "MS SQL", "comment", "blank", "total"
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/PlantHumidityRecordServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/PlantSensorAlertServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/PlantServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/ServiceProxy.cs", "C#", 34, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/ZonePressureRecordServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/ZoneRecordServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/ZoneSensorAlertServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/ZoneServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/ViewModel/ObservationViewModel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/ViewModel/PlantHumidityRecordViewModel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/ViewModel/PlantSensorAlertViewModel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/ViewModel/ZonePressureRecordViewModel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/ViewModel/ZoneRecordViewModel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/ViewModel/ZoneSensorAlertViewModel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Views/Home/Index.cshtml", "ASP.NET Razor", 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Views/Home/Privacy.cshtml", "ASP.NET Razor", 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Views/Shared/Error.cshtml", "ASP.NET Razor", 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Views/Shared/_Layout.cshtml", "ASP.NET Razor", 0, 49, 0, 0, 0, 0, 0, 0, 0, 2, 51
